"","cdm_name","group_level","min_data","max_data","shortage_year","estimate_before","estimate_after","diff","variable_level","country","data_type","set","variable_name"
"352","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,1.3,0.6,0.461538461538462,"Otitis_media","Belgium","secondary","prev","Indication any time prior"
"353","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,28.2,8.35,0.296099290780142,"Pneumonia","Belgium","secondary","prev","Indication any time prior"
"354","OLVA MS","amoxicillin_clavulanate",2016,2024,2023,6.16666666666667,2.45,0.397297297297297,"Cellulitis_erysipelas_woundinfection","Belgium","secondary","prev","Indication any time prior"
"355","OLVA MS","amoxicillin_clavulanate",2016,2024,2023,2.3,1.45,0.630434782608696,"Pyelonephritis","Belgium","secondary","prev","Indication any time prior"
"356","OLVA MS","amoxicillin_clavulanate",2016,2024,2023,1.46666666666667,0.95,0.647727272727273,"Sinusitis","Belgium","secondary","prev","Indication any time prior"
"357","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,9,0,0,"Covid_19","Belgium","secondary","prev","Indication during prior 30 days"
"358","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,0.766666666666667,0,0,"Cystitis_bacteriuria","Belgium","secondary","prev","Indication during prior 30 days"
"359","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,40.2,0,0,"Infection","Belgium","secondary","prev","Indication during prior 30 days"
"360","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,0.5,0,0,"Osteomyelitis","Belgium","secondary","prev","Indication during prior 30 days"
"361","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,0.766666666666667,0,0,"Otitis_media","Belgium","secondary","prev","Indication during prior 30 days"
"362","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,21.8,0,0,"Pneumonia","Belgium","secondary","prev","Indication during prior 30 days"
"363","OLVA MS","amoxicillin_clavulanate",2016,2024,2023,3.4,0,0,"Cellulitis_erysipelas_woundinfection","Belgium","secondary","prev","Indication during prior 30 days"
"364","OLVA MS","amoxicillin_clavulanate",2016,2024,2023,1.06666666666667,0,0,"Pyelonephritis","Belgium","secondary","prev","Indication during prior 30 days"
"365","OLVA MS","amoxicillin_clavulanate",2016,2024,2023,0.733333333333333,0,0,"Sinusitis","Belgium","secondary","prev","Indication during prior 30 days"
"366","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,3.96666666666667,0,0,"Covid_19","Belgium","secondary","prev","Indication on index date"
"367","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,0.3,0,0,"Cystitis_bacteriuria","Belgium","secondary","prev","Indication on index date"
"368","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,20,0,0,"Infection","Belgium","secondary","prev","Indication on index date"
"369","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,0.35,0,0,"Otitis_media","Belgium","secondary","prev","Indication on index date"
"370","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,11.6,0,0,"Pneumonia","Belgium","secondary","prev","Indication on index date"
"371","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,0.4,0,0,"Pyelonephritis","Belgium","secondary","prev","Indication on index date"
"372","OLVA MS","amoxicillin_clavulanate",2016,2024,2023,2.1,0,0,"Cellulitis_erysipelas_woundinfection","Belgium","secondary","prev","Indication on index date"
"373","OLVA MS","amoxicillin_clavulanate",2016,2024,2023,0.45,0,0,"Sinusitis","Belgium","secondary","prev","Indication on index date"
"374","OPCRD","amoxicillin_clavulanate",2010,2024,2023,14.1666666666667,21.9,1.54588235294118,"Cellulitis_erysipelas_woundinfection","UK","primary","prev","Indication any time prior"
"375","OPCRD","amoxicillin_clavulanate",2010,2024,2023,6.26666666666667,8.6,1.37234042553191,"Cystitis_bacteriuria","UK","primary","prev","Indication any time prior"
"376","OPCRD","amoxicillin_clavulanate",2010,2024,2023,56.4333333333333,83.1,1.47253396337862,"Infection","UK","primary","prev","Indication any time prior"
"377","OPCRD","amoxicillin_clavulanate",2010,2024,2023,0.5,0.85,1.7,"Osteomyelitis","UK","primary","prev","Indication any time prior"
"378","OPCRD","amoxicillin_clavulanate",2010,2024,2023,9.53333333333333,17.6,1.84615384615385,"Otitis_media","UK","primary","prev","Indication any time prior"
"379","OPCRD","amoxicillin_clavulanate",2010,2024,2023,5.06666666666667,9.25,1.82565789473684,"Pneumonia","UK","primary","prev","Indication any time prior"
"380","OPCRD","amoxicillin_clavulanate",2010,2024,2023,3.16666666666667,5.15,1.62631578947368,"Pyelonephritis","UK","primary","prev","Indication any time prior"
"381","OPCRD","amoxicillin_clavulanate",2010,2024,2023,13.1333333333333,20.7,1.5761421319797,"Sinusitis","UK","primary","prev","Indication any time prior"
"382","OPCRD","amoxicillin_clavulanate",2015,2024,2023,5.2,23.6,4.53846153846154,"Covid_19","UK","primary","prev","Indication any time prior"
"383","OPCRD","amoxicillin_clavulanate",2010,2024,2023,2.5,3.6,1.44,"Cellulitis_erysipelas_woundinfection","UK","primary","prev","Indication during prior 30 days"
"384","OPCRD","amoxicillin_clavulanate",2010,2024,2023,1.1,0.7,0.636363636363636,"Covid_19","UK","primary","prev","Indication during prior 30 days"
"385","OPCRD","amoxicillin_clavulanate",2010,2024,2023,9.56666666666667,18.5,1.93379790940767,"Infection","UK","primary","prev","Indication during prior 30 days"
"386","OPCRD","amoxicillin_clavulanate",2010,2024,2023,0.05,0.1,2,"Osteomyelitis","UK","primary","prev","Indication during prior 30 days"
"387","OPCRD","amoxicillin_clavulanate",2010,2024,2023,0.533333333333333,1.95,3.65625,"Otitis_media","UK","primary","prev","Indication during prior 30 days"
"388","OPCRD","amoxicillin_clavulanate",2010,2024,2023,0.366666666666667,1.1,3,"Pneumonia","UK","primary","prev","Indication during prior 30 days"
"389","OPCRD","amoxicillin_clavulanate",2010,2024,2023,0.8,1.25,1.5625,"Pyelonephritis","UK","primary","prev","Indication during prior 30 days"
"390","OPCRD","amoxicillin_clavulanate",2010,2024,2023,0.7,1.65,2.35714285714286,"Sinusitis","UK","primary","prev","Indication during prior 30 days"
"391","OPCRD","amoxicillin_clavulanate",2010,2023,2023,0.0666666666666667,0,0,"Cystitis_bacteriuria","UK","primary","prev","Indication on index date"
"392","OPCRD","amoxicillin_clavulanate",2010,2024,2023,1.6,2.4,1.5,"Cellulitis_erysipelas_woundinfection","UK","primary","prev","Indication on index date"
"393","OPCRD","amoxicillin_clavulanate",2010,2024,2023,0.266666666666667,0.15,0.5625,"Covid_19","UK","primary","prev","Indication on index date"
"394","OPCRD","amoxicillin_clavulanate",2010,2024,2023,5.66666666666667,10.65,1.87941176470588,"Infection","UK","primary","prev","Indication on index date"
"395","OPCRD","amoxicillin_clavulanate",2010,2024,2023,0.333333333333333,1.25,3.75,"Otitis_media","UK","primary","prev","Indication on index date"
"396","OPCRD","amoxicillin_clavulanate",2010,2024,2023,0.15,0.3,2,"Pneumonia","UK","primary","prev","Indication on index date"
"397","OPCRD","amoxicillin_clavulanate",2010,2024,2023,0.666666666666667,1.05,1.575,"Pyelonephritis","UK","primary","prev","Indication on index date"
"398","OPCRD","amoxicillin_clavulanate",2010,2024,2023,0.5,1.15,2.3,"Sinusitis","UK","primary","prev","Indication on index date"
"399","P+","amoxicillin_clavulanate",2015,2023,2023,9.33333333333333,16.4,1.75714285714286,"Covid_19","USA","claims P+S","prev","Indication any time prior"
"400","P+","amoxicillin_clavulanate",2017,2023,2023,0.7,0.9,1.28571428571429,"Pyelonephritis","USA","claims P+S","prev","Indication any time prior"
"401","P+","amoxicillin_clavulanate",2015,2023,2023,2.4,0.8,0.333333333333333,"Covid_19","USA","claims P+S","prev","Indication during prior 30 days"
"402","P+","amoxicillin_clavulanate",2015,2023,2023,11.8,14.3,1.21186440677966,"Infection","USA","claims P+S","prev","Indication on index date"
"403","P+","amoxicillin_clavulanate",2015,2023,2023,10.6,12.8,1.20754716981132,"Otitis_media","USA","claims P+S","prev","Indication on index date"
"404","P+","amoxicillin_clavulanate",2015,2023,2023,0.9,1.2,1.33333333333333,"Pneumonia","USA","claims P+S","prev","Indication on index date"
"405","POLIMI","amoxicillin_clavulanate",2016,2023,2023,2.1,0,0,"Covid_19","Italy","secondary","prev","Indication any time prior"
"406","POLIMI","amoxicillin_clavulanate",2016,2024,2023,2.3,2.8,1.21739130434783,"Cellulitis_erysipelas_woundinfection","Italy","secondary","prev","Indication any time prior"
"407","POLIMI","amoxicillin_clavulanate",2016,2024,2023,2.33333333333333,1.4,0.6,"Cystitis_bacteriuria","Italy","secondary","prev","Indication any time prior"
"408","POLIMI","amoxicillin_clavulanate",2016,2024,2023,23.4,18.3,0.782051282051282,"Infection","Italy","secondary","prev","Indication any time prior"
"409","POLIMI","amoxicillin_clavulanate",2016,2024,2023,1.36666666666667,1.7,1.24390243902439,"Sinusitis","Italy","secondary","prev","Indication any time prior"
"410","POLIMI","amoxicillin_clavulanate",2017,2024,2023,4.06666666666667,2.25,0.55327868852459,"Chronic_bronchitis","Italy","secondary","prev","Indication any time prior"
"411","POLIMI","amoxicillin_clavulanate",2017,2024,2023,12.7666666666667,9.25,0.724543080939948,"Pneumonia","Italy","secondary","prev","Indication any time prior"
"412","POLIMI","amoxicillin_clavulanate",2016,2024,2023,0.966666666666667,0,0,"Covid_19","Italy","secondary","prev","Indication during prior 30 days"
"413","POLIMI","amoxicillin_clavulanate",2016,2024,2023,14.5666666666667,8.8,0.604118993135011,"Infection","Italy","secondary","prev","Indication during prior 30 days"
"414","POLIMI","amoxicillin_clavulanate",2017,2024,2023,2.46666666666667,1.45,0.587837837837838,"Chronic_bronchitis","Italy","secondary","prev","Indication during prior 30 days"
"415","POLIMI","amoxicillin_clavulanate",2017,2024,2023,8.43333333333333,5.85,0.693675889328063,"Pneumonia","Italy","secondary","prev","Indication during prior 30 days"
"416","POLIMI","amoxicillin_clavulanate",2017,2023,2023,2.2,1.2,0.545454545454545,"Pneumonia","Italy","secondary","prev","Indication on index date"
"417","POLIMI","amoxicillin_clavulanate",2016,2024,2023,0.366666666666667,0,0,"Covid_19","Italy","secondary","prev","Indication on index date"
"418","POLIMI","amoxicillin_clavulanate",2017,2024,2023,4.03333333333333,2.15,0.53305785123967,"Infection","Italy","secondary","prev","Indication on index date"
"419","PRISIB","amoxicillin_clavulanate",2011,2023,2023,12.3,29.3,2.38211382113821,"Covid_19","Spain","EHR P+S","prev","Indication any time prior"
"420","PRISIB","amoxicillin_clavulanate",2011,2023,2023,2.3,2.8,1.21739130434783,"Cellulitis_erysipelas_woundinfection","Spain","EHR P+S","prev","Indication during prior 30 days"
"421","PRISIB","amoxicillin_clavulanate",2011,2023,2023,0.3,0.4,1.33333333333333,"Chronic_bronchitis","Spain","EHR P+S","prev","Indication during prior 30 days"
"422","PRISIB","amoxicillin_clavulanate",2011,2023,2023,1.26666666666667,0.2,0.157894736842105,"Covid_19","Spain","EHR P+S","prev","Indication during prior 30 days"
"423","PRISIB","amoxicillin_clavulanate",2011,2023,2023,0.866666666666667,1.3,1.5,"Pneumonia","Spain","EHR P+S","prev","Indication during prior 30 days"
"424","PRISIB","amoxicillin_clavulanate",2011,2023,2023,1.63333333333333,2,1.22448979591837,"Sinusitis","Spain","EHR P+S","prev","Indication during prior 30 days"
"425","PRISIB","amoxicillin_clavulanate",2011,2023,2023,0.233333333333333,0,0,"Covid_19","Spain","EHR P+S","prev","Indication on index date"
"426","PRISIB","amoxicillin_clavulanate",2011,2023,2023,0.433333333333333,0.3,0.692307692307692,"Cystitis_bacteriuria","Spain","EHR P+S","prev","Indication on index date"
"427","PRISIB","amoxicillin_clavulanate",2011,2023,2023,0.533333333333333,0.8,1.5,"Pneumonia","Spain","EHR P+S","prev","Indication on index date"
"428","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,10.0666666666667,12.4,1.2317880794702,"Pneumonia","Spain","primary","prev","Indication any time prior"
"429","SIDIAP","amoxicillin_clavulanate",2012,2023,2023,21.1666666666667,45.5,2.1496062992126,"Covid_19","Spain","primary","prev","Indication any time prior"
"430","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,0.0666666666666667,0.1,1.5,"Chronic_bronchitis","Spain","primary","prev","Indication during prior 30 days"
"431","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,3.5,0.8,0.228571428571429,"Covid_19","Spain","primary","prev","Indication during prior 30 days"
"432","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,0.733333333333333,1,1.36363636363636,"Cystitis_bacteriuria","Spain","primary","prev","Indication during prior 30 days"
"433","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,1.56666666666667,2.4,1.53191489361702,"Pneumonia","Spain","primary","prev","Indication during prior 30 days"
"434","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,0.266666666666667,0.2,0.75,"Pyelonephritis","Spain","primary","prev","Indication during prior 30 days"
"435","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,2.23333333333333,3.2,1.43283582089552,"Sinusitis","Spain","primary","prev","Indication during prior 30 days"
"436","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,0.866666666666667,0.3,0.346153846153846,"Covid_19","Spain","primary","prev","Indication on index date"
"437","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,1.13333333333333,1.8,1.58823529411765,"Pneumonia","Spain","primary","prev","Indication on index date"
"438","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,0.2,0.1,0.5,"Pyelonephritis","Spain","primary","prev","Indication on index date"
"439","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,1.93333333333333,2.8,1.44827586206897,"Sinusitis","Spain","primary","prev","Indication on index date"
"440","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,2.33333333333333,4.1,1.75714285714286,"Covid_19","Belgium","claims P+S","prev","Indication any time prior"
"441","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,9.9,13.1,1.32323232323232,"Pneumonia","Belgium","claims P+S","prev","Indication any time prior"
"442","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,5.86666666666667,4.1,0.698863636363636,"Cellulitis_erysipelas_woundinfection","Belgium","claims P+S","prev","Indication during prior 30 days"
"443","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,1.26666666666667,1.9,1.5,"Chronic_bronchitis","Belgium","claims P+S","prev","Indication during prior 30 days"
"444","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,0.0666666666666667,0,0,"Osteomyelitis","Belgium","claims P+S","prev","Indication during prior 30 days"
"445","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,4.36666666666667,7.3,1.67175572519084,"Pneumonia","Belgium","claims P+S","prev","Indication during prior 30 days"
"446","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,15.0333333333333,19,1.26385809312639,"Sinusitis","Belgium","claims P+S","prev","Indication during prior 30 days"
"447","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,5.66666666666667,3.9,0.688235294117647,"Cellulitis_erysipelas_woundinfection","Belgium","claims P+S","prev","Indication on index date"
"448","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,1.2,1.7,1.41666666666667,"Chronic_bronchitis","Belgium","claims P+S","prev","Indication on index date"
"449","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,1.8,1.2,0.666666666666667,"Cystitis_bacteriuria","Belgium","claims P+S","prev","Indication on index date"
"450","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,0.1,0,0,"Osteomyelitis","Belgium","claims P+S","prev","Indication on index date"
"451","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,4.2,7.1,1.69047619047619,"Pneumonia","Belgium","claims P+S","prev","Indication on index date"
"452","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,14.2,17.5,1.23239436619718,"Sinusitis","Belgium","claims P+S","prev","Indication on index date"
"453","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.566666666666667,0.8,1.41176470588235,"Cellulitis_erysipelas_woundinfection","Italy","claims P+S","prev","Indication any time prior"
"454","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,3.06666666666667,4.2,1.3695652173913,"Chronic_bronchitis","Italy","claims P+S","prev","Indication any time prior"
"455","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,4.1,9.5,2.31707317073171,"Covid_19","Italy","claims P+S","prev","Indication any time prior"
"456","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,4.9,7.3,1.48979591836735,"Cystitis_bacteriuria","Italy","claims P+S","prev","Indication any time prior"
"457","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,15.3,23.6,1.54248366013072,"Infection","Italy","claims P+S","prev","Indication any time prior"
"458","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,1.33333333333333,2,1.5,"Otitis_media","Italy","claims P+S","prev","Indication any time prior"
"459","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.866666666666667,1.3,1.5,"Pneumonia","Italy","claims P+S","prev","Indication any time prior"
"460","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,2.03333333333333,3.2,1.57377049180328,"Sinusitis","Italy","claims P+S","prev","Indication any time prior"
"461","THIN Italy","amoxicillin_clavulanate",2011,2023,2023,0.1,0.2,2,"Urethritis","Italy","claims P+S","prev","Indication any time prior"
"462","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.3,0.5,1.66666666666667,"Cellulitis_erysipelas_woundinfection","Italy","claims P+S","prev","Indication during prior 30 days"
"463","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.933333333333333,1.5,1.60714285714286,"Chronic_bronchitis","Italy","claims P+S","prev","Indication during prior 30 days"
"464","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.8,0.2,0.25,"Covid_19","Italy","claims P+S","prev","Indication during prior 30 days"
"465","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,1,1.4,1.4,"Cystitis_bacteriuria","Italy","claims P+S","prev","Indication during prior 30 days"
"466","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,4.2,6,1.42857142857143,"Infection","Italy","claims P+S","prev","Indication during prior 30 days"
"467","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.466666666666667,0.8,1.71428571428571,"Otitis_media","Italy","claims P+S","prev","Indication during prior 30 days"
"468","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.133333333333333,0.5,3.75,"Pneumonia","Italy","claims P+S","prev","Indication during prior 30 days"
"469","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.566666666666667,1.4,2.47058823529412,"Sinusitis","Italy","claims P+S","prev","Indication during prior 30 days"
"470","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.3,0.5,1.66666666666667,"Cellulitis_erysipelas_woundinfection","Italy","claims P+S","prev","Indication on index date"
"471","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.566666666666667,1,1.76470588235294,"Chronic_bronchitis","Italy","claims P+S","prev","Indication on index date"
"472","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.433333333333333,0.1,0.230769230769231,"Covid_19","Italy","claims P+S","prev","Indication on index date"
"473","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.733333333333333,1,1.36363636363636,"Cystitis_bacteriuria","Italy","claims P+S","prev","Indication on index date"
"474","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,3.43333333333333,5.2,1.51456310679612,"Infection","Italy","claims P+S","prev","Indication on index date"
"475","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.466666666666667,0.8,1.71428571428571,"Otitis_media","Italy","claims P+S","prev","Indication on index date"
"476","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.133333333333333,0.5,3.75,"Pneumonia","Italy","claims P+S","prev","Indication on index date"
"477","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.533333333333333,1.3,2.4375,"Sinusitis","Italy","claims P+S","prev","Indication on index date"
"478","THIN Romania","amoxicillin_clavulanate",2011,2023,2023,6.06666666666667,13.9,2.29120879120879,"Covid_19","Romania","claims P+S","prev","Indication any time prior"
"479","THIN Romania","amoxicillin_clavulanate",2011,2023,2023,0.966666666666667,0.5,0.517241379310345,"Cellulitis_erysipelas_woundinfection","Romania","claims P+S","prev","Indication during prior 30 days"
"480","THIN Romania","amoxicillin_clavulanate",2011,2023,2023,1.36666666666667,0.8,0.585365853658537,"Covid_19","Romania","claims P+S","prev","Indication during prior 30 days"
"481","THIN Romania","amoxicillin_clavulanate",2011,2023,2023,0.9,0.5,0.555555555555556,"Cellulitis_erysipelas_woundinfection","Romania","claims P+S","prev","Indication on index date"
"482","THIN Romania","amoxicillin_clavulanate",2011,2023,2023,1.1,0.7,0.636363636363636,"Covid_19","Romania","claims P+S","prev","Indication on index date"
"483","ULSGE","amoxicillin_clavulanate",2010,2023,2023,2.93333333333333,4,1.36363636363636,"Covid_19","Portugal","secondary","prev","Indication any time prior"
"484","ULSGE","amoxicillin_clavulanate",2013,2023,2023,0.366666666666667,0.5,1.36363636363636,"Osteomyelitis","Portugal","secondary","prev","Indication any time prior"
"485","ULSGE","amoxicillin_clavulanate",2010,2023,2023,1.06666666666667,1.3,1.21875,"Chronic_bronchitis","Portugal","secondary","prev","Indication during prior 30 days"
"486","ULSGE","amoxicillin_clavulanate",2010,2023,2023,1.5,0.7,0.466666666666667,"Covid_19","Portugal","secondary","prev","Indication during prior 30 days"
"487","ULSGE","amoxicillin_clavulanate",2010,2023,2023,1.6,1.1,0.6875,"Cystitis_bacteriuria","Portugal","secondary","prev","Indication during prior 30 days"
"488","ULSGE","amoxicillin_clavulanate",2010,2023,2023,1.33333333333333,1.7,1.275,"Pyelonephritis","Portugal","secondary","prev","Indication during prior 30 days"
"489","ULSGE","amoxicillin_clavulanate",2010,2023,2023,1.13333333333333,1.4,1.23529411764706,"Sinusitis","Portugal","secondary","prev","Indication during prior 30 days"
"490","ULSGE","amoxicillin_clavulanate",2010,2023,2023,0.7,0.9,1.28571428571429,"Chronic_bronchitis","Portugal","secondary","prev","Indication on index date"
"491","ULSGE","amoxicillin_clavulanate",2010,2023,2023,0.833333333333333,0.5,0.6,"Covid_19","Portugal","secondary","prev","Indication on index date"
"492","ULSGE","amoxicillin_clavulanate",2010,2023,2023,1.16666666666667,0.7,0.6,"Cystitis_bacteriuria","Portugal","secondary","prev","Indication on index date"
"493","ULSGE","amoxicillin_clavulanate",2010,2023,2023,0.666666666666667,0.8,1.2,"Pyelonephritis","Portugal","secondary","prev","Indication on index date"
"494","ULSGE","amoxicillin_clavulanate",2012,2023,2023,0.866666666666667,1.1,1.26923076923077,"Sinusitis","Portugal","secondary","prev","Indication on index date"
"495","ULSRA","amoxicillin_clavulanate",2010,2023,2023,2.3,1.8,0.782608695652174,"Chronic_bronchitis","Portugal","secondary","prev","Indication any time prior"
"496","ULSRA","amoxicillin_clavulanate",2010,2023,2023,3.3,6.1,1.84848484848485,"Covid_19","Portugal","secondary","prev","Indication any time prior"
"497","ULSRA","amoxicillin_clavulanate",2010,2023,2023,11.6333333333333,14,1.20343839541547,"Otitis_media","Portugal","secondary","prev","Indication any time prior"
"498","ULSRA","amoxicillin_clavulanate",2010,2023,2023,0.266666666666667,0.1,0.375,"Chronic_bronchitis","Portugal","secondary","prev","Indication during prior 30 days"
"499","ULSRA","amoxicillin_clavulanate",2010,2023,2023,1.46666666666667,0.6,0.409090909090909,"Covid_19","Portugal","secondary","prev","Indication during prior 30 days"
"500","ULSRA","amoxicillin_clavulanate",2010,2023,2023,5.8,7.4,1.27586206896552,"Otitis_media","Portugal","secondary","prev","Indication during prior 30 days"
"501","ULSRA","amoxicillin_clavulanate",2012,2023,2023,9.8,6.2,0.63265306122449,"Cystitis_bacteriuria","Portugal","secondary","prev","Indication during prior 30 days"
"502","ULSRA","amoxicillin_clavulanate",2010,2023,2023,0.233333333333333,0.1,0.428571428571429,"Chronic_bronchitis","Portugal","secondary","prev","Indication on index date"
"503","ULSRA","amoxicillin_clavulanate",2010,2023,2023,1.13333333333333,0.5,0.441176470588235,"Covid_19","Portugal","secondary","prev","Indication on index date"
"504","ULSRA","amoxicillin_clavulanate",2010,2023,2023,5.5,7.1,1.29090909090909,"Otitis_media","Portugal","secondary","prev","Indication on index date"
"505","ULSRA","amoxicillin_clavulanate",2017,2023,2023,9.3,5.7,0.612903225806452,"Cystitis_bacteriuria","Portugal","secondary","prev","Indication on index date"
